Asus K50IJ-SX256L	0 Ft	15.6" WXGA HD LED háttérvilágítású kijelző (1366x768) Color Shine			INTEL Pentium Dual-Core T4400	INTEL	Pentium Dual-Core T4400		4GB	DDR2 800MHz	320GB	SATA 5400rpm	Intel Graphics Media Accelerator (GMA) 4500M (GL40)	Integrált		2.6 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 2200mAh	Linux	DVD RW SuperMulti	Van	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0		Van	Magyar nyelvű billentyűzet, dokumentáció	370x256x31-35,5mm	Hálózati adapter	Mobile Intel GL40 Express + ICH9M																																																																																																			
Asus K50IJ-SX256V	0 Ft	15.6" WXGA HD LED háttérvilágítású kijelző (1366x768) Color Shine			INTEL Pentium Dual-Core T4400	INTEL	Pentium Dual-Core T4400		4GB	DDR2 800MHz	320GB	SATA 5400rpm	Intel Graphics Media Accelerator (GMA) 4500M (GL40)	Integrált		2.6 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 2200mAh	Magyar nyelvű Microsoft Windows 7 Home Premium 64bit	DVD RW SuperMulti	Van	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0		Van	Magyar nyelvű billentyűzet, dokumentáció	370x256x31-35,5mm	Hálózati adapter	Mobile Intel GL40 Express + ICH9M																																																																																																			
Asus K50IJ-SX258D	0 Ft	15.6" WXGA HD LED háttérvilágítású kijelző (1366x768) Color Shine			INTEL Pentium Dual-Core T4400	INTEL	Pentium Dual-Core T4400		2GB	DDR2 800MHz	320GB	SATA 5400rpm	Intel Graphics Media Accelerator (GMA) 4500MHD (Montevina)	Integrált		2.6 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 4400mAh	Free DOS	DVD RW SuperMulti	Bemenet Line-In	Van	1.3 megapixel	802.11 b/g/n		Van	5xUSB 2.0		3-az-1-ben kártyaolvasó (SD, MMC, MS)	Magyar nyelvű billentyűzet, dokumentáció	370x256x31-35,5mm	Hálózati adapter, hordtáska és egér	Mobile Intel GL40 Express + ICH9M	2 x SODIMM bővítőhely akár 4GB RAM																																																																																																		
Asus K50IJ-SX258V	0 Ft	15.6" WXGA HD LED háttérvilágítású kijelző (1366x768) Color Shine			INTEL Pentium Dual-Core T4400	INTEL	Pentium Dual-Core T4400		2GB	DDR2 800MHz	320GB	SATA 5400rpm	Intel Graphics Media Accelerator (GMA) 4500MHD (Montevina)	Integrált		2.6 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 4400mAh	Magyar nyelvű Microsoft Windows 7 Home Premium 64bit	DVD RW SuperMulti	Bemenet Line-In	Van	1.3 megapixel	802.11 b/g/n		Van	5xUSB 2.0		3-az-1-ben kártyaolvasó (SD, MMC, MS)	Magyar nyelvű billentyűzet, dokumentáció	370x256x31-35,5mm	Hálózati adapter, hordtáska és egér	Mobile Intel GL40 Express + ICH9M	2 x SODIMM bővítőhely akár 4GB RAM																																																																																																		
Asus K50IJ-SX336D	0 Ft	15.6" WXGA HD LED háttérvilágítású kijelző (1366x768) Color Shine			INTEL Celeron Dual Core T3100	INTEL	Celeron Dual Core T3100		2GB	DDR2 800MHz	320GB	SATA 5400rpm	Intel Graphics Media Accelerator (GMA) 4500M (GL40)	Integrált		2.6 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 4400mAh	operációs rendszer nélküli	DVD RW SuperMulti	Bemenet Line-In	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0		3-az-1-ben kártyaolvasó (SD, MMC, MS)	Magyar nyelvű billentyűzet, dokumentáció	370x256x31-35,5mm	Hálózati adapter, hordtáska és egér																																																																																																				
ASUS K50IJ-SX336V 15,6"/Intel Celeron Dual-Core T3100 1,9GHz/2GB/320GB/DVD író/Win7 notebook	0 Ft		15,6"-os	WXGA HD LED (1366 x 768)	Intel Celeron Dual-Core T3100 (1,9 GHz, 800 MHz, 1 MB)				1 x 2 GB DDR2-800		320 GB, 5400 RPM, SATA					2,6 kg	24 hónap ASUS szervizben, ügyfélszolgálat: +36-1-505-4561	6 cellás	Windows 7 Home Premium 64 bit	DVD Super Multi			1,3 megapixel	a/b/g/n		1 x VGA	4 x USB 2.0		Van	Magyar nyelvű billentyűzet, dokumentáció	370 x 256 x 31-35,5 mm			Táska és egér				Nincs	Nincs					10/100/1000	65 W	Nincs	Nincs																																																																																					
Asus K50IJ-SX338D	0 Ft	15.6" WXGA HD LED háttérvilágítású kijelző (1366x768) Color Shine			INTEL Core 2 Duo T6670	INTEL	Core 2 Duo T6670		2GB	DDR2 800MHz	320GB	SATA 5400rpm	Intel Graphics Media Accelerator (GMA) 4500MHD (Montevina)	Integrált		2.6 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 4400mAh	Free DOS	DVD RW SuperMulti	Bemenet Line-In	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0		3-az-1-ben kártyaolvasó (SD, MMC, MS)	Magyar nyelvű billentyűzet, dokumentáció	370x256x31-35,5mm	Hálózati adapter, hordtáska és egér	Mobile Intel GL40 Express + ICH9M	2 x SODIMM bővítőhely akár 4GB RAM																																																																																																		
Asus K50IJ-SX338V	0 Ft	15.6" WXGA HD LED háttérvilágítású kijelző (1366x768) Color Shine			INTEL Core 2 Duo T6670	INTEL	Core 2 Duo T6670		2GB	DDR2 800MHz	320GB	SATA 5400rpm	Intel Graphics Media Accelerator (GMA) 4500MHD (Montevina)	Integrált		2.6 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 4400mAh	Magyar nyelvű Microsoft Windows 7 Home Premium 64bit	DVD RW SuperMulti	Bemenet Line-In	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0		3-az-1-ben kártyaolvasó (SD, MMC, MS)	Magyar nyelvű billentyűzet, dokumentáció	370x256x31-35,5mm	Hálózati adapter, hordtáska és egér	Mobile Intel GL40 Express + ICH9M	2 x SODIMM bővítőhely akár 4GB RAM																																																																																																		
ASUS K50IJ-SX341D 15,6"/Intel Pentium Dual-Core T4400 2,2GHz/2GB/250GB/DVD író notebook	0 Ft		15,6"-os	WXGA HD LED (1366 x 768)	Intel Pentium Dual-Core T4400 (2,2 GHz, 800 MHz, 1 MB)				1 x 2 GB DDR2-800		250 GB, 5400 RPM, SATA					2,6 kg	24 hónap ASUS szervizben, ügyfélszolgálat: +36-1-505-4561	6 cellás	FreeDOS	DVD Super Multi			1,3 megapixel	a/b/g/n		1 x VGA	4 x USB 2.0		Van	Magyar nyelvű billentyűzet, dokumentáció	370 x 256 x 31-35,5 mm			Táska és egér				Nincs	Nincs					10/100/1000	65 W	Nincs	Nincs																																																																																					
ASUS K50IJ-SX341V 15,6"/Intel Pentium Dual-Core T4400 2,2GHz/2GB/250GB/DVD író/Win7 notebook	0 Ft		15,6"-os	WXGA HD LED (1366 x 768)	Intel Pentium Dual-Core T4400 (2,2 GHz, 800 MHz, 1 MB)				1 x 2 GB DDR2-800		250 GB, 5400 RPM, SATA					2,6 kg	24 hónap ASUS szervizben, ügyfélszolgálat: +36-1-505-4561	6 cellás	Windows 7 Home Premium 64 bit	DVD Super Multi			1,3 megapixel	a/b/g/n		1 x VGA	4 x USB 2.0		Van	Magyar nyelvű billentyűzet, dokumentáció	370 x 256 x 31-35,5 mm			Táska és egér				Nincs	Nincs					10/100/1000	65 W	Nincs	Nincs																																																																																					
Asus K50IJ-SX416D	0 Ft	15.6" WXGA HD LED háttérvilágítású kijelző (1366x768) Color Shine			INTEL Pentium Dual-Core T4500	INTEL	Pentium Dual-Core T4500	2.30 Ghz (800MHz FSB, 1MB Cache)	4GB	DDR2 800MHz	500GB	SATA 5400rpm	Intel Graphics Media Accelerator (GMA) 4500M (GL40)	Integrált	256MB	2.6 kg		6 cella 2200mAh	operációs rendszer nélküli	DVD RW SuperMulti	Bemenet Line-In	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0		3-az-1-ben kártyaolvasó (SD, MMC, MS)	Magyar nyelvű billentyűzet, dokumentáció	370x256x31-35,5mm	Hálózati adapter	Mobile Intel GL40 Express + ICH9M																																																																																																			
ASUS K50IJ-SX416D+W7HP bundle 15,6"/Intel Pentium Dual-Core T4500 2,3GHz/4GB/500GB/DVD író/Win7 notebook	0 Ft		15,6"-os	WXGA HD LED (1366 x 768)	Intel Pentium Dual-Core T4500 (2,3 GHz, 800 MHz, 1 MB)				2 x 2 GB DDR2-800		500 GB, 5400 RPM, SATA					2,6 kg	24 hónap ASUS szervizben, ügyfélszolgálat: +36-1-505-4561	6 cellás	Windows 7 Home Premium OEM bundle 64 bit	DVD Super Multi			1,3 megapixel	a/b/g/n		1 x VGA	4 x USB 2.0		Van	Magyar nyelvű billentyűzet, dokumentáció	370 x 256 x 31-35,5 mm													10/100/1000	65 W																																																																																							
Asus K50IJ-SX424D	0 Ft	15.6" WXGA HD LED háttérvilágítású kijelző - fényes (1366x768) Color Shine			INTEL Pentium Dual-Core T4500	INTEL	Pentium Dual-Core T4500	2.30 Ghz (800MHz FSB, 1MB Cache)	3GB	DDR2 800MHz	320GB	SATA 5400rpm	Intel Graphics Media Accelerator (GMA) 4500M (GL40)	Integrált	256MB	2.6 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 2200mAh	Free DOS	DVD RW SuperMulti	Bemenet Line-In	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0		3-az-1-ben kártyaolvasó (SD, MMC, MS)	Magyar nyelvű billentyűzet, dokumentáció	370x256x31-35,5mm	Hálózati adapter	Mobile Intel GL40 Express Chipset + ICH9M	2 x SODIMM bővítőhely akár 4GB RAM																																																																																																		
ASUS K50IJ-SX424D+W7HP bundle 15,6"/Intel Pentium Dual-Core T4500 2,3GHz/3GB/320GB/DVD író/Win7 notebook	0 Ft		15,6"-os	WXGA HD LED (1366 x 768)	Intel Pentium Dual-Core T4500 (2,3 GHz, 800 MHz, 1 MB)				1 + 2 GB DDR2-800		320 GB, 5400 RPM, SATA					2,6 kg	24 hónap ASUS szervizben, ügyfélszolgálat: +36-1-505-4561	6 cellás	Windows 7 Home Premium OEM bundle	DVD Super Multi			1,3 megapixel	a/b/g/n		1 x VGA	4 x USB 2.0		Van	Magyar nyelvű billentyűzet, dokumentáció	370 x 256 x 31-35,5 mm													10/100/1000	65 W																																																																																							
Asus K50IJ-SX443D	0 Ft	15.6" WXGA HD LED háttérvilágítású kijelző (1366x768)			INTEL Pentium Dual-Core T4500	INTEL	Pentium Dual-Core T4500	2.30 Ghz (800MHz FSB, 1MB Cache)	2GB	DDR2 800MHz	320GB	SATA 5400rpm	Intel Graphics Media Accelerator (GMA) 4500M (GL40)	Integrált	256MB	2.6 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 2200mAh	Free DOS	DVD RW SuperMulti	Bemenet Line-In	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0		3-az-1-ben kártyaolvasó (SD, MMC, MS)	Magyar nyelvű billentyűzet, dokumentáció	370x256x31-35,5mm	Hálózati adapter, hordtáska és egér	Mobile Intel GL40 Express + ICH9M	2 x SODIMM bővítőhely akár 8GB RAM																																																																																																		
ASUS K50IJ-SX443D+W7HP bundle 15,6"/Intel Pentium Dual-Core T4500 2,3GHz/2GB/320GB/DVD író/Win7 notebook	0 Ft		15,6"-os	WXGA HD (1366 x 768)	Intel Pentium Dual-Core T4500 (2,3 GHz, 800 MHz, 1 MB)				1 x 2 GB DDR2-800		320 GB, 5400 RPM, SATA					2,6 kg	24 hónap ASUS szervizben, ügyfélszolgálat: +36-1-505-4561	6 cellás	Windows 7 Home Premium OEM bundle	DVD Super Multi			0,3 megapixel	b/g/n		1 x VGA	4 x USB 2.0		Van	Magyar nyelvű billentyűzet, dokumentáció	370 x 256 x 31-35,5 mm			Táska és egér										10/100/1000	65 W																																																																																							
Asus K50IJ-SX443V	0 Ft	15.6" WXGA HD LED háttérvilágítású kijelző (1366x768)			INTEL Pentium Dual-Core T4500	INTEL	Pentium Dual-Core T4500	2.30 Ghz (800MHz FSB, 1MB Cache)	2GB	DDR2 800MHz	320GB	SATA 5400rpm	Intel Graphics Media Accelerator (GMA) 4500M (GL40)	Integrált		2.6 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 2200mAh	Magyar nyelvű Microsoft Windows 7 Home Premium 64bit	DVD RW SuperMulti	Van	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0		Van	Magyar nyelvű billentyűzet, dokumentáció	370x256x31-35,5mm	Hálózati adapter, hordtáska és egér	Mobile Intel GL40 Express + ICH9M																																																																																																			
Asus K50IJ-SX473D	0 Ft	15.6" WXGA HD LED háttérvilágítású kijelző (1366x768) Color Shine			INTEL Celeron Dual Core T3300	INTEL	Celeron Dual Core T3300		2GB	DDR2 800MHz	320GB	SATA 5400rpm	Intel Graphics Media Accelerator (GMA) 4500M (GL40)	Integrált	256MB	2.6 kg		6 cella 2200mAh	operációs rendszer nélküli	DVD RW SuperMulti	Bemenet Line-In	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0		3-az-1-ben kártyaolvasó (SD, MMC, MS)	Magyar nyelvű billentyűzet, dokumentáció	370x256x31-35,5mm	Hálózati adapter, hordtáska és egér	Mobile Intel GL40 Express + ICH9M	2 x SODIMM bővítőhely akár 4GB RAM																																																																																																		
Asus K50IJ-SX474D	0 Ft	15.6" WXGA HD LED háttérvilágítású kijelző - fényes (1366x768) Color Shine			INTEL Pentium Dual-Core T4500	INTEL	Pentium Dual-Core T4500	2.30 Ghz (800MHz FSB, 1MB Cache)	4GB	DDR2 800MHz	320GB	SATA 5400rpm	Intel Graphics Media Accelerator (GMA) 4500M (GL40)	Integrált	256MB	2.6 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 2200mAh	Free DOS	DVD RW SuperMulti	Bemenet Line-In	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0		3-az-1-ben kártyaolvasó (SD, MMC, MS)	Magyar nyelvű billentyűzet, dokumentáció	370x256x31-35,5mm	Hálózati adapter, hordtáska és egér	Mobile Intel GL40 Express + ICH9M																																																																																																			
Asus K50IJ-SX475D	0 Ft	15.6" WXGA HD LED háttérvilágítású kijelző (1366x768) Color Shine			INTEL Pentium Dual-Core T4500	INTEL	Pentium Dual-Core T4500	2.30 Ghz (800MHz FSB, 1MB Cache)	3GB	DDR2 800MHz	320GB	SATA 5400rpm	Intel Graphics Media Accelerator (GMA) 4500M (GL40)	Integrált		2.6 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 2200mAh	Free DOS	DVD RW SuperMulti	Bemenet Line-In	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0		3-az-1-ben kártyaolvasó (SD, MMC, MS)	Magyar nyelvű billentyűzet, dokumentáció	370x256x31-35,5mm	Hálózati adapter	Mobile Intel GL40 Express + ICH9M																																																																																																			
Asus K50IJ-SX485D	0 Ft	15.6" WXGA HD LED háttérvilágítású kijelző (1366x768) Color Shine			INTEL Celeron Dual Core T3300	INTEL	Celeron Dual Core T3300		3GB	DDR2 800MHz	320GB	SATA 5400rpm	Intel Graphics Media Accelerator (GMA) 4500M (GL40)	Integrált	256MB	2.6 kg		6 cella 2200mAh	operációs rendszer nélküli	DVD RW SuperMulti	Bemenet Line-In	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0		3-az-1-ben kártyaolvasó (SD, MMC, MS)	Magyar nyelvű billentyűzet, dokumentáció	370x256x31-35,5mm	Hálózati adapter	Mobile Intel GL40 Express + ICH9M	2 x SODIMM bővítőhely akár 4GB RAM																																																																																																		
Asus K50IN-SX002L	0 Ft	15.6" WXGA HD LED háttérvilágítású kijelző (1366x768) Color Shine			INTEL Pentium Dual-Core T4200	INTEL	Pentium Dual-Core T4200		4GB	DDR2 800MHz	250GB	SATA 5400rpm	nVidia GeForce G 102M (MCP75)	Dedikált	512MB VRAM	2.6 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 2200mAh	Linux	DVD RW SuperMulti	Van	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0		Van	Magyar nyelvű billentyűzet, dokumentáció	370x256x31-35,5mm	Hálózati adapter	nVIDIA MCP75L	2 x SODIMM bővítőhely akár 4GB RAM																																																																																																		
ASUS K50IN-SX002L 15,6"/Intel Pentium Dual-Core T4200 2GHz/4GB/250GB/DVD író notebook	0 Ft		15,6"-os	WXGA HD LED (1366 x 768)	Intel Pentium Dual-Core T4200 (2 GHz, 800 MHz, 1 MB)				2 x 2 GB DDR2-800		250 GB, 5400 RPM, SATA					2,6 kg	24 hónap ASUS szervizben, ügyfélszolgálat: +36-1-505-4561	6 cellás	Linux	DVD Super Multi			1,3 megapixel	a/b/g/n		1 x VGA	4 x USB 2.0		Van	Magyar nyelvű billentyűzet, dokumentáció	370 x 256 x 31-35,5 mm			Táska és egér nélkül				Nincs	Nincs					10/100/1000	65 W	Nincs	Nincs																																																																																					
Asus K50IN-SX004L	0 Ft	15.6" WXGA HD LED háttérvilágítású kijelző (1366x768) Color Shine			INTEL Core 2 Duo T6400	INTEL	Core 2 Duo T6400		4GB	DDR2 800MHz	20GB	SATA 5400rpm	nVidia GeForce G 102M (MCP75)	Dedikált	512MB VRAM	2.6 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 2200mAh	Linux	DVD RW SuperMulti	Van	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0		Van	Magyar nyelvű billentyűzet, dokumentáció	370x256x31-35,5mm	Hálózati adapter	nVIDIA MCP75L																																																																																																			
Asus K50IN-SX011L	0 Ft	15.6" WXGA HD LED háttérvilágítású kijelző (1366x768) Color Shine			INTEL Pentium Dual-Core T4200	INTEL	Pentium Dual-Core T4200		4GB	DDR2 800MHz	320GB	SATA 5400rpm	nVidia GeForce G 102M (MCP75)	Dedikált	512MB VRAM	2.6 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 2200mAh	Linux	DVD RW SuperMulti	Van	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0		Van	Magyar nyelvű billentyűzet, dokumentáció	370x256x31-35,5mm	Hálózati adapter, hordtáska és egér	nVIDIA MCP75L																																																																																																			
Asus K50IN-SX012L	0 Ft	15.6" WXGA HD LED háttérvilágítású kijelző (1366x768) Color Shine			INTEL Core 2 Duo T6400	INTEL	Core 2 Duo T6400		4GB	DDR2 800MHz	320GB	SATA 5400rpm	nVidia GeForce G 102M (MCP75)	Dedikált	512MB VRAM	2.6 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 2200mAh	Linux	DVD RW SuperMulti	Van	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0		Van	Magyar nyelvű billentyűzet, dokumentáció	370x256x31-35,5mm	Hálózati adapter, hordtáska és egér	nVIDIA MCP75L																																																																																																			
Asus K50IN-SX021L	0 Ft	15.6" WXGA HD LED háttérvilágítású kijelző (1366x768) Color Shine			INTEL Core 2 Duo T6500	INTEL	Core 2 Duo T6500		4GB	DDR2 800MHz	320GB	SATA 5400rpm	nVidia GeForce G 102M (MCP75)	Dedikált		2.6 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 2200mAh	Linux	DVD RW SuperMulti	Van	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0		Van	Magyar nyelvű billentyűzet, dokumentáció	370x256x31-35,5mm	Hálózati adapter, hordtáska és egér	nVIDIA MCP75L																																																																																																			
Asus K50IN-SX024L	0 Ft	15.6" WXGA HD LED háttérvilágítású kijelző (1366x768) Color Shine			INTEL Core 2 Duo T6500	INTEL	Core 2 Duo T6500		4GB	DDR2 800MHz	250GB	SATA 5400rpm	nVidia GeForce G 102M (MCP75)	Dedikált		2.6 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 2200mAh	Linux	DVD RW SuperMulti	Van	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0		Van	Magyar nyelvű billentyűzet, dokumentáció	370x256x31-35,5mm	Hálózati adapter	nVIDIA MCP75L																																																																																																			
Asus K50IN-SX148L	0 Ft	15.6" WXGA HD LED háttérvilágítású kijelző (1366x768)			INTEL Pentium Dual-Core T4300	INTEL	Pentium Dual-Core T4300		2GB	DDR2 800MHz	250GB	SATA 5400rpm	nVidia GeForce G 102M (MCP75)	Dedikált	512MB VRAM	2.6 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 2200mAh	Linux	DVD RW SuperMulti	Van	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0		Van	Magyar nyelvű billentyűzet, dokumentáció	370x256x31-35,5mm	Hálózati adapter	nVIDIA MCP75L	2 x SODIMM bővítőhely akár 4GB RAM																																																																																																		
Asus K50IN-SX153L	0 Ft	15.6" WXGA HD LED háttérvilágítású kijelző (1366x768) Color Shine			INTEL Pentium Dual-Core T4300	INTEL	Pentium Dual-Core T4300		3GB	DDR2 800MHz	250GB	SATA 5400rpm	Intel GeForce G 102M (MCP75)	Dedikált	512MB VRAM	2.6 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 2200mAh	Linux	DVD RW SuperMulti	Van	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0		Van	Magyar nyelvű billentyűzet, dokumentáció	370x256x31-35,5mm	Hálózati adapter	nVIDIA MCP75L	2 x SODIMM bővítőhely akár 4GB RAM																																																																																																		
Asus K50IN-SX153V	0 Ft	15.6" WXGA HD LED háttérvilágítású kijelző (1366x768) Color Shine			INTEL Pentium Dual-Core T4300	INTEL	Pentium Dual-Core T4300		3GB	DDR2 800MHz	250GB	SATA 5400rpm	nVidia GeForce G 102M (MCP75)	Dedikált	512MB VRAM	2.6 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 2200mAh	Magyar nyelvű Microsoft Windows 7 Home Premium 64bit	DVD RW SuperMulti	Van	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0		Van	Magyar nyelvű billentyűzet, dokumentáció	370x256x31-35,5mm	Hálózati adapter	nVIDIA MCP75L	2 x SODIMM bővítőhely akár 4GB RAM																																																																																																		
Asus K50IN-SX154L	0 Ft	15.6" WXGA HD LED háttérvilágítású kijelző (1366x768) Color Shine			INTEL Pentium Dual-Core T4300	INTEL	Pentium Dual-Core T4300		4GB	DDR2 800MHz	320GB	SATA 5400rpm	nVidia GeForce G 102M (MCP75)	Dedikált	512MB VRAM	2.6 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 2200mAh	Linux	DVD RW SuperMulti	Van	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0		Van	Magyar nyelvű billentyűzet, dokumentáció	370x256x31-35,5mm	Hálózati adapter, hordtáska és egér	nVIDIA MCP75L	2 x SODIMM bővítőhely akár 4GB RAM																																																																																																		
Asus K50IN-SX155L	0 Ft	15.6" WXGA HD LED háttérvilágítású kijelző (1366x768) Color Shine			INTEL Core 2 Duo T6600	INTEL	Core 2 Duo T6600		3GB	DDR2 800MHz	250GB	SATA 5400rpm	nVidia GeForce G 102M (MCP75)	Dedikált	512MB VRAM	2.6 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 2200mAh	Linux	DVD RW SuperMulti	Van	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0		Van	Magyar nyelvű billentyűzet, dokumentáció	370x256x31-35,5mm	Hálózati adapter	nVIDIA MCP75L	2 x SODIMM bővítőhely akár 4GB RAM																																																																																																		
Asus K50IN-SX157L	0 Ft	15.6" WXGA HD LED háttérvilágítású kijelző (1366x768) Color Shine			INTEL Core 2 Duo T6600	INTEL	Core 2 Duo T6600		4GB	DDR2 800MHz	500GB	SATA 5400rpm	nVidia GeForce G 102M (MCP75)	Dedikált	512MB VRAM	2.6 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella 2200mAh	Linux	DVD RW SuperMulti	Van	Van	1.3 megapixel	802.11 b/g/n		Van	4xUSB 2.0		Van	Magyar nyelvű billentyűzet, dokumentáció	370x256x31-35,5mm	Hálózati adapter, hordtáska és egér	nVIDIA MCP75L	2 x SODIMM bővítőhely akár 4GB RAM																																																																																																		
ASUS K51AC-SX001D	0 Ft	15.6" WXGA HD LED háttérvilágítású kijelző (1366x768)			AMD Athlon 64 X2 Dual-Core QL-64	AMD	Athlon 64 X2 Dual-Core QL-64		2GB	DDR2 800MHz	250GB	SATA 5400rpm	ATI			2.6 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella	Free DOS	DVD RW SuperMulti	Van	Van	1.3 megapixel	Van		Van	4xUSB 2.0		Van	Magyar nyelvű billentyűzet, dokumentáció	370x256x31-35,5mm	Hálózati adapter																																																																																																				
ASUS K51AC-SX037D	0 Ft	15.6" WXGA HD LED háttérvilágítású kijelző (1366x768)			AMD Athlon 64 X2 Dual-Core QL-65	AMD	Athlon 64 X2 Dual-Core QL-65		2GB	DDR2 800MHz	250GB	SATA 5400rpm	ATI			2.6 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella	Free DOS	DVD RW SuperMulti	Van	Van	1.3 megapixel	Van		Van	4xUSB 2.0		Van	Magyar nyelvű billentyűzet, dokumentáció	370x256x31-35,5mm	Hálózati adapter																																																																																																				
ASUS K51AE-SX044D	0 Ft	15.6" WXGA HD kijelző (1366x768)			AMD Athlon II Dual-Core M320	AMD	Athlon II Dual-Core M320		2GB	DDR2 800MHz	250GB	SATA 5400rpm	ATI			2.6 kg	24 hónap nemzetközi + magyarországi háztól-házig szolgáltatással	6 cella	Free DOS	DVD RW SuperMulti		Van	1.3 megapixel	Van		Van	4xUSB 2.0	Van	Van	Magyar nyelvű billentyűzet, dokumentáció	370x256x31-35,5mm	Hálózati adapter, hordtáska és egér																																																																																																				
ASUS K51AE-SX057D 15,6"/AMD Athlon II M320 2,1GHz/2GB/250GB/DVD író notebook	0 Ft		15,6"-os	WXGA HD (1366 x 768)	AMD Athlon II M320 (2,1 GHz, 1MB)				1 x 2 GB DDR2-800		250 GB, 5400 RPM, SATA					2,6 kg	24 hónap ASUS szervizben, ügyfélszolgálat: +36-1-505-4561	6 cellás	FreeDOS	DVD Super Multi			1,3 megapixel	b/g/n		1 x VGA	4 x USB 2.0	1 x HDMI	Van	Magyar nyelvű billentyűzet, dokumentáció	370 x 256 x 31-35,5 mm							Nincs	Nincs					10/100/1000	90 W	Nincs	Nincs																																																																																					
ASUS K51AE-SX057D+W7HP bundle 15,6"/AMD Athlon II M320 2,1GHz/2GB/250GB/DVD író/Win7 notebook	0 Ft		15,6"-os	WXGA HD LED (1366 x 768)	AMD Athlon II M320 (2,1 GHz, 1MB)				1 x 2 GB DDR2-800		250 GB, 5400 RPM, SATA					2,6 kg	24 hónap ASUS szervizben, ügyfélszolgálat: +36-1-505-4561	6 cellás	Windows 7 Home Premium OEM bundle	DVD Super Multi			0,3 megapixel	b/g/n		1 x VGA	4 x USB 2.0	1 x HDMI	Van	Magyar nyelvű billentyűzet, dokumentáció	370 x 256 x 31-35,5 mm							Nincs	Nincs					10/100/1000	90 W	Nincs	Nincs																																																																																					
